epoca,mse
259,0.000797
260,0.000793
261,0.000790
262,0.000786
263,0.000783
264,0.000779
265,0.000776
266,0.000772
267,0.000769
268,0.000765
269,0.000762
270,0.000759
271,0.000755
272,0.000752
273,0.000749
274,0.000746
275,0.000743
276,0.000739
277,0.000736
278,0.000733
279,0.000730
280,0.000727
281,0.000724
282,0.000721
283,0.000718
284,0.000715
285,0.000712
286,0.000709
287,0.000706
288,0.000703
289,0.000701
290,0.000698
291,0.000695
292,0.000692
293,0.000689
294,0.000687
295,0.000684
296,0.000681
297,0.000679
298,0.000676
299,0.000673
300,0.000671
301,0.000668
302,0.000665
303,0.000663
304,0.000660
305,0.000658
306,0.000655
307,0.000653
308,0.000650
309,0.000648
310,0.000645
311,0.000643
312,0.000641
313,0.000638
314,0.000636
315,0.000633
316,0.000631
317,0.000629
318,0.000626
319,0.000624
320,0.000622
321,0.000620
322,0.000617
323,0.000615
324,0.000613
325,0.000611
326,0.000609
327,0.000606
328,0.000604
329,0.000602
330,0.000600
331,0.000598
332,0.000596
333,0.000594
334,0.000592
335,0.000590
336,0.000587
337,0.000585
338,0.000583
339,0.000581
340,0.000579
341,0.000577
342,0.000576
343,0.000574
344,0.000572
345,0.000570
346,0.000568
347,0.000566
348,0.000564
349,0.000562
350,0.000560
351,0.000558
352,0.000557
353,0.000555
354,0.000553
355,0.000551
356,0.000549
357,0.000547
358,0.000546
359,0.000544
360,0.000542
361,0.000540
362,0.000539
363,0.000537
364,0.000535
365,0.000534
366,0.000532
367,0.000530
368,0.000529
369,0.000527
370,0.000525
371,0.000524
372,0.000522
373,0.000520
374,0.000519
375,0.000517
376,0.000515
377,0.000514
378,0.000512
379,0.000511
380,0.000509
381,0.000508
382,0.000506
383,0.000505
384,0.000503
385,0.000502
386,0.000500
387,0.000499
388,0.000497
389,0.000496
390,0.000494
391,0.000493
392,0.000491
393,0.000490
394,0.000488
395,0.000487
396,0.000485
397,0.000484
398,0.000483
399,0.000481
400,0.000480
401,0.000478
402,0.000477
403,0.000476
404,0.000474
405,0.000473
406,0.000472
407,0.000470
408,0.000469
409,0.000468
410,0.000466
411,0.000465
412,0.000464
413,0.000462
414,0.000461
415,0.000460
416,0.000459
417,0.000457
418,0.000456
419,0.000455
420,0.000454
421,0.000452
422,0.000451
423,0.000450
424,0.000449
425,0.000447
426,0.000446
427,0.000445
428,0.000444
429,0.000443
430,0.000441
431,0.000440
432,0.000439
433,0.000438
434,0.000437
435,0.000436
436,0.000434
437,0.000433
438,0.000432
439,0.000431
440,0.000430
441,0.000429
442,0.000428
443,0.000426
444,0.000425
445,0.000424
446,0.000423
447,0.000422
448,0.000421
449,0.000420
450,0.000419
451,0.000418
452,0.000417
453,0.000416
454,0.000415
455,0.000414
456,0.000412
457,0.000411
458,0.000410
459,0.000409
460,0.000408
461,0.000407
462,0.000406
463,0.000405
464,0.000404
465,0.000403
466,0.000402
467,0.000401
468,0.000400
469,0.000399
470,0.000398
471,0.000397
472,0.000396
473,0.000395
474,0.000395
475,0.000394
476,0.000393
477,0.000392
478,0.000391
479,0.000390
480,0.000389
481,0.000388
482,0.000387
483,0.000386
484,0.000385
485,0.000384
486,0.000383
487,0.000382
488,0.000382
489,0.000381
490,0.000380
491,0.000379
492,0.000378
493,0.000377
494,0.000376
495,0.000375
496,0.000374
497,0.000374
498,0.000373
499,0.000372
500,0.000371
501,0.000370
502,0.000369
503,0.000368
504,0.000368
505,0.000367
506,0.000366
507,0.000365
508,0.000364
509,0.000364
510,0.000363
511,0.000362
512,0.000361
513,0.000360
514,0.000359
515,0.000359
516,0.000358
517,0.000357
518,0.000356
519,0.000355
520,0.000355
521,0.000354
522,0.000353
523,0.000352
524,0.000352
525,0.000351
526,0.000350
527,0.000349
528,0.000349
529,0.000348
530,0.000347
531,0.000346
532,0.000346
533,0.000345
534,0.000344
535,0.000343
536,0.000343
537,0.000342
538,0.000341
539,0.000340
540,0.000340
541,0.000339
542,0.000338
543,0.000338
544,0.000337
545,0.000336
546,0.000335
547,0.000335
548,0.000334
549,0.000333
550,0.000333
551,0.000332
552,0.000331
553,0.000331
554,0.000330
555,0.000329
556,0.000329
557,0.000328
558,0.000327
559,0.000327
560,0.000326
561,0.000325
562,0.000325
563,0.000324
564,0.000323
565,0.000323
566,0.000322
567,0.000321
568,0.000321
569,0.000320
570,0.000319
571,0.000319
572,0.000318
573,0.000317
574,0.000317
575,0.000316
576,0.000316
577,0.000315
578,0.000314
579,0.000314
580,0.000313
581,0.000312
582,0.000312
583,0.000311
584,0.000311
585,0.000310
586,0.000309
587,0.000309
588,0.000308
589,0.000308
590,0.000307
591,0.000306
592,0.000306
593,0.000305
594,0.000305
595,0.000304
596,0.000303
597,0.000303
598,0.000302
599,0.000302
600,0.000301
601,0.000301
602,0.000300
603,0.000299
604,0.000299
605,0.000298
606,0.000298
607,0.000297
608,0.000297
609,0.000296
610,0.000296
611,0.000295
612,0.000294
613,0.000294
614,0.000293
615,0.000293
616,0.000292
617,0.000292
618,0.000291
619,0.000291
620,0.000290
621,0.000290
622,0.000289
623,0.000289
624,0.000288
625,0.000287
626,0.000287
627,0.000286
628,0.000286
629,0.000285
630,0.000285
631,0.000284
632,0.000284
633,0.000283
634,0.000283
635,0.000282
636,0.000282
637,0.000281
638,0.000281
639,0.000280
640,0.000280
641,0.000279
642,0.000279
643,0.000278
644,0.000278
645,0.000277
646,0.000277
647,0.000276
648,0.000276
649,0.000275
650,0.000275
651,0.000274
652,0.000274
653,0.000273
654,0.000273
655,0.000273
656,0.000272
657,0.000272
658,0.000271
659,0.000271
660,0.000270
661,0.000270
662,0.000269
663,0.000269
664,0.000268
665,0.000268
666,0.000267
667,0.000267
668,0.000266
669,0.000266
670,0.000266
671,0.000265
672,0.000265
673,0.000264
674,0.000264
675,0.000263
676,0.000263
677,0.000262
678,0.000262
679,0.000262
680,0.000261
681,0.000261
682,0.000260
683,0.000260
684,0.000259
685,0.000259
686,0.000259
687,0.000258
688,0.000258
689,0.000257
690,0.000257
691,0.000256
692,0.000256
693,0.000256
694,0.000255
695,0.000255
696,0.000254
697,0.000254
698,0.000253
699,0.000253
700,0.000253
701,0.000252
702,0.000252
703,0.000251
704,0.000251
705,0.000251
706,0.000250
707,0.000250
708,0.000249
709,0.000249
710,0.000249
711,0.000248
712,0.000248
713,0.000247
714,0.000247
715,0.000247
716,0.000246
717,0.000246
718,0.000245
719,0.000245
720,0.000245
721,0.000244
722,0.000244
723,0.000244
724,0.000243
725,0.000243
726,0.000242
727,0.000242
728,0.000242
729,0.000241
730,0.000241
731,0.000241
732,0.000240
733,0.000240
734,0.000239
735,0.000239
736,0.000239
737,0.000238
738,0.000238
739,0.000238
740,0.000237
741,0.000237
742,0.000237
743,0.000236
744,0.000236
745,0.000235
746,0.000235
747,0.000235
748,0.000234
749,0.000234
750,0.000234
751,0.000233
752,0.000233
753,0.000233
754,0.000232
755,0.000232
756,0.000232
757,0.000231
758,0.000231
759,0.000231
760,0.000230
761,0.000230
762,0.000229
763,0.000229
764,0.000229
765,0.000228
766,0.000228
767,0.000228
768,0.000227
769,0.000227
770,0.000227
771,0.000226
772,0.000226
773,0.000226
774,0.000225
775,0.000225
776,0.000225
777,0.000224
778,0.000224
779,0.000224
780,0.000223
781,0.000223
782,0.000223
783,0.000223
784,0.000222
785,0.000222
786,0.000222
787,0.000221
788,0.000221
789,0.000221
790,0.000220
791,0.000220
792,0.000220
793,0.000219
794,0.000219
795,0.000219
796,0.000218
797,0.000218
798,0.000218
799,0.000217
800,0.000217
801,0.000217
802,0.000217
803,0.000216
804,0.000216
805,0.000216
806,0.000215
807,0.000215
808,0.000215
809,0.000214
810,0.000214
811,0.000214
812,0.000214
813,0.000213
814,0.000213
815,0.000213
816,0.000212
817,0.000212
818,0.000212
819,0.000211
820,0.000211
821,0.000211
822,0.000211
823,0.000210
824,0.000210
825,0.000210
826,0.000209
827,0.000209
828,0.000209
829,0.000209
830,0.000208
831,0.000208
832,0.000208
833,0.000207
834,0.000207
835,0.000207
836,0.000207
837,0.000206
838,0.000206
839,0.000206
840,0.000206
841,0.000205
842,0.000205
843,0.000205
844,0.000204
845,0.000204
846,0.000204
847,0.000204
848,0.000203
849,0.000203
850,0.000203
851,0.000203
852,0.000202
853,0.000202
854,0.000202
855,0.000201
856,0.000201
857,0.000201
858,0.000201
859,0.000200
860,0.000200
861,0.000200
862,0.000200
863,0.000199
864,0.000199
865,0.000199
866,0.000199
867,0.000198
868,0.000198
869,0.000198
870,0.000198
871,0.000197
872,0.000197
873,0.000197
874,0.000197
875,0.000196
876,0.000196
877,0.000196
878,0.000195
879,0.000195
880,0.000195
881,0.000195
882,0.000194
883,0.000194
884,0.000194
885,0.000194
886,0.000194
887,0.000193
888,0.000193
889,0.000193
890,0.000193
891,0.000192
892,0.000192
893,0.000192
894,0.000192
895,0.000191
896,0.000191
897,0.000191
898,0.000191
899,0.000190
900,0.000190
901,0.000190
902,0.000190
903,0.000189
904,0.000189
905,0.000189
906,0.000189
907,0.000188
908,0.000188
909,0.000188
910,0.000188
911,0.000188
912,0.000187
913,0.000187
914,0.000187
915,0.000187
916,0.000186
917,0.000186
918,0.000186
919,0.000186
920,0.000185
921,0.000185
922,0.000185
923,0.000185
924,0.000185
925,0.000184
926,0.000184
927,0.000184
928,0.000184
929,0.000183
930,0.000183
931,0.000183
932,0.000183
933,0.000183
934,0.000182
935,0.000182
936,0.000182
937,0.000182
938,0.000181
939,0.000181
940,0.000181
941,0.000181
942,0.000181
943,0.000180
944,0.000180
945,0.000180
946,0.000180
947,0.000180
948,0.000179
949,0.000179
950,0.000179
951,0.000179
952,0.000178
953,0.000178
954,0.000178
955,0.000178
956,0.000178
957,0.000177
958,0.000177
959,0.000177
960,0.000177
961,0.000177
962,0.000176
963,0.000176
964,0.000176
965,0.000176
966,0.000176
967,0.000175
968,0.000175
969,0.000175
970,0.000175
971,0.000175
972,0.000174
973,0.000174
974,0.000174
975,0.000174
976,0.000174
977,0.000173
978,0.000173
979,0.000173
980,0.000173
981,0.000173
982,0.000172
983,0.000172
984,0.000172
985,0.000172
986,0.000172
987,0.000171
988,0.000171
989,0.000171
990,0.000171
991,0.000171
992,0.000170
993,0.000170
994,0.000170
995,0.000170
996,0.000170
997,0.000169
998,0.000169
999,0.000169
1000,0.000169
