epoca,mse
457,0.001167
458,0.001164
459,0.001162
460,0.001159
461,0.001157
462,0.001154
463,0.001152
464,0.001149
465,0.001146
466,0.001144
467,0.001141
468,0.001139
469,0.001136
470,0.001134
471,0.001131
472,0.001129
473,0.001127
474,0.001124
475,0.001122
476,0.001119
477,0.001117
478,0.001114
479,0.001112
480,0.001110
481,0.001107
482,0.001105
483,0.001103
484,0.001100
485,0.001098
486,0.001096
487,0.001093
488,0.001091
489,0.001089
490,0.001086
491,0.001084
492,0.001082
493,0.001080
494,0.001077
495,0.001075
496,0.001073
497,0.001071
498,0.001069
499,0.001066
500,0.001064
